,wals code,glottocode,name,latitude,longitude,macroarea,genus,family,sample 100,sample 200
1328,lns,lamn1239,Lamnso',6.16666666667,10.75,Africa,Bantoid,Niger-Congo,False,False
1329,lnw,lonw1238,Lonwolwol,-16.2166666667,168.0,Papunesia,Oceanic,Austronesian,False,False
1330,lob,lobi1245,Lobi,10.5,-3.25,Africa,Southern-Central Gur,Niger-Congo,False,False
1331,lok,loko1255,Loko,9.33333333333,-12.0833333333,Africa,Western Mande,Mande,False,False
1332,lon,loni1238,Loniu,-2.06666666667,147.333333333,Papunesia,Oceanic,Austronesian,False,False
1333,lot,loth1237,Lotha,26.5,94.25,Eurasia,Kuki-Chin,Sino-Tibetan,False,False
1334,lou,louu1245,Lou,-2.38333333333,147.316666667,Papunesia,Oceanic,Austronesian,False,False
1335,lov,lave1248,Loven,15.0,106.333333333,Eurasia,Bahnaric,Austro-Asiatic,False,False
1336,loz,lozi1239,Lozi,-17.8333333333,26.0,Africa,Bantoid,Niger-Congo,False,False
1337,lrd,lard1243,Lardil,-16.5,139.333333333,Australia,Tangkic,Tangkic,False,False
1338,lrk,lari1255,Larike,-3.75,127.916666667,Papunesia,Central Malayo-Polynesian,Austronesian,False,False
1339,lsa,arge1236,Lengua de Señas Argentina,-34.0,-63.0,South America,Sign Languages,other,False,False
1340,lsb,braz1236,Língua de Sinais Brasileira,-15.0,-48.0,South America,Sign Languages,other,False,False
1341,lse,span1263,Lengua de Señas Española,40.0,-3.0,Eurasia,Sign Languages,other,False,False
1342,lsf,fren1243,Langue des Signes Française,47.0,3.0,Eurasia,Sign Languages,other,False,False
1343,lsq,queb1245,Langue des Signes Québecoise,48.0,-75.0,North America,Sign Languages,other,False,False
1344,lu,luuu1242,Lü,22.0,100.666666667,Eurasia,Kam-Tai,Tai-Kadai,False,False
1345,lua,niel1243,Lua,9.75,17.75,Africa,Bua,Niger-Congo,False,False
1346,luc,luch1239,Lucazi,-14.0,20.0,Africa,Bantoid,Niger-Congo,False,False
1347,lud,lund1271,Lun Dayeh,4.0,115.916666667,Papunesia,North Borneo,Austronesian,False,False
1348,lug,lugb1240,Lugbara,3.08333333333,30.9166666667,Africa,Moru-Ma'di,Central Sudanic,False,False
1349,lui,luis1253,Luiseño,33.3333333333,-117.166666667,North America,California Uto-Aztecan,Uto-Aztecan,False,False
1350,lul,lule1238,Lule,-28.0,-64.0,South America,Lule,Lule,False,False
1351,lum,stra1244,Lummi,48.7,-122.666666667,North America,Central Salish,Salishan,False,False
1352,lun,None,Lungchang,27.5,96.4166666667,Eurasia,Northern Naga,Sino-Tibetan,False,False
1353,luo,luok1236,Luo,-0.5,34.75,Africa,Nilotic,Eastern Sudanic,False,False
1354,lur,nort2645,Luri,33.5,48.5,Eurasia,Iranian,Indo-European,False,False
1355,lus,lush1252,Lushootseed,48.0,-122.0,North America,Central Salish,Salishan,False,False
1356,luv,luva1239,Luvale,-12.0,22.0,Africa,Bantoid,Niger-Congo,True,True
1357,lux,luxe1241,Luxemburgeois,49.8333333333,6.16666666667,Eurasia,Germanic,Indo-European,False,False
1358,luy,saam1283,Luyia,0.416666666667,34.5,Africa,Bantoid,Niger-Congo,False,False
1359,lye,lyel1241,Lyele,12.5,-2.66666666667,Africa,Southern-Central Gur,Niger-Congo,False,False
1360,ma,made1252,Ma,3.5,28.0,Africa,Ubangi,Niger-Congo,False,False
1361,maa,masa1300,Maasai,-3.0,36.0,Africa,Nilotic,Eastern Sudanic,False,False
1362,mab,maba1277,Maba,13.75,20.8333333333,Africa,Maban,Maban,False,True
1363,mac,macu1259,Macushi,4.0,-60.0,South America,Cariban,Cariban,False,False
1364,mad,madi1260,Ma'di,3.25,31.5,Africa,Moru-Ma'di,Central Sudanic,False,False
1365,mae,maee1241,Mae,-16.0,167.25,Papunesia,Oceanic,Austronesian,False,False
1366,mag,east2352,Magar,28.0,83.0,Eurasia,Mahakiranti,Sino-Tibetan,False,False
1367,mah,west2392,Mari (Hill),57.0,58.0,Eurasia,Mari,Uralic,False,False
1368,mai,mait1250,Maithili,26.0,86.0,Eurasia,Indic,Indo-European,False,False
1369,maj,maja1242,Majang,6.75,35.0,Africa,Surmic,Eastern Sudanic,False,False
1370,mak,maka1318,Makah,48.3333333333,-124.666666667,North America,Southern Wakashan,Wakashan,True,True
1371,mal,plat1254,Malagasy,-20.0,47.0,Africa,Barito,Austronesian,True,True
1372,mam,mamm1241,Mam,15.0,-91.8333333333,North America,Mayan,Mayan,False,False
1373,man,mann1248,Mano,7.0,-9.0,Africa,Eastern Mande,Mande,False,False
1374,mao,maor1246,Maori,-40.0,176.0,Papunesia,Oceanic,Austronesian,False,True
1375,map,mapu1245,Mapudungun,-38.0,-72.0,South America,Araucanian,Araucanian,True,True
1376,mar,mari1440,Maricopa,33.1666666667,-113.166666667,North America,Yuman,Hokan,True,True
1377,mas,masa1322,Masa,10.5,15.5,Africa,Masa,Afro-Asiatic,False,False
1378,mau,maun1240,Maung,-11.9166666667,133.5,Australia,Iwaidjan,Iwaidjan,True,True
1379,mav,mari1435,Maring,-5.5,144.666666667,Papunesia,Chimbu,Trans-New Guinea,False,False
1380,maw,west2500,Maninka (Western),13.0,-11.0,Africa,Western Mande,Mande,False,False
1381,max,maxa1247,Maxakalí,-18.0,-40.0,South America,Maxakalí,Macro-Ge,False,False
1382,may,maib1239,Maybrat,-1.33333333333,132.5,Papunesia,North-Central Bird's Head,West Papuan,True,True
1383,maz,maza1293,Mazahua,19.4166666667,-99.9166666667,North America,Otomian,Oto-Manguean,False,False
1384,mba,mbaa1245,Mba,1.0,25.0,Africa,Ubangi,Niger-Congo,False,False
1385,mbb,mbab1239,Mbabaram,-17.1666666667,145.0,Australia,Northern Pama-Nyungan,Pama-Nyungan,False,False
1386,mbe,mber1257,Mbere,-0.5,14.0,Africa,Bantoid,Niger-Congo,False,False
1387,mbg,mbug1240,Mbugu,-4.33333333333,38.1666666667,Africa,Southern Cushitic,Afro-Asiatic,False,False
1388,mbi,bamb1266,Mbili,6.11666666667,10.2,Africa,Bantoid,Niger-Congo,False,False
1389,mbl,mbol1247,Mbole,-0.666666666667,24.6666666667,Africa,Bantoid,Niger-Congo,False,False
1390,mbm,mbum1254,Mbum,7.75,13.1666666667,Africa,Mbumic,Niger-Congo,False,False
1391,mbo,nucl1458,Monumbo,-4.25,145.0,Papunesia,Monumbo,Monumbo,False,False
1392,mbr,mbar1260,Mbara,11.0,15.4166666667,Africa,Biu-Mandara,Afro-Asiatic,False,False
1393,mbt,mang1394,Mangbetu,2.5,26.5,Africa,Mangbetu,Central Sudanic,False,False
1394,mbu,mana1298,Manambu,-4.25,142.833333333,Papunesia,Ndu,Sepik,False,False
1395,mby,mbay1241,Mbay,8.25,17.5,Africa,Bongo-Bagirmi,Central Sudanic,False,False
1396,mbz,mbee1250,Mbe',6.28333333333,11.0833333333,Africa,Bantoid,Niger-Congo,False,False
1397,mca,maca1260,Maca,-25.0,-57.5,South America,Matacoan,Matacoan,False,False
1398,mcc,moch1259,Mochica,-7.5,-79.3333333333,South America,Chimúan,Chimúan,False,False
1399,mcd,mace1250,Macedonian,41.6666666667,21.75,Eurasia,Slavic,Indo-European,False,False
1400,mce,beli1260,Mískito Coast English Creole,16.25,-88.8333333333,North America,Creoles and Pidgins,other,False,False
1401,mcf,mich1243,Michif,52.0,-100.166666667,North America,Algonquian,Algic,False,False
1402,mcg,maca1259,Macaguán,6.5,-71.3333333333,South America,Guahiban,Guahiban,False,False
1403,mch,mach1267,Machiguenga,-12.0,-72.6666666667,South America,Pre-Andine Arawakan,Arawakan,False,False
1404,mcn,macu1260,Macuna,-0.333333333333,-70.1666666667,South America,Tucanoan,Tucanoan,False,False
1405,mco,coat1238,Mixe (Coatlán),16.9166666667,-95.6666666667,North America,Mixe-Zoque,Mixe-Zoque,False,False
1406,mcr,mori1278,Mauritian Creole,-20.3333333333,57.5,Africa,Creoles and Pidgins,other,False,False
1407,mcs,cent2140,Miwok (Central Sierra),38.0,-120.333333333,North America,Miwok,Penutian,False,False
1408,mcv,moco1246,Mocoví,-28.0,-60.5,South America,South Guaicuruan,Guaicuruan,False,False
1409,mda,mada1293,Mada (in Cameroon),10.8333333333,14.1666666667,Africa,Biu-Mandara,Afro-Asiatic,False,False
1410,mdb,mudb1240,Mudburra,-17.3333333333,132.083333333,Australia,Western Pama-Nyungan,Pama-Nyungan,False,False
1411,mde,mend1266,Mende,7.83333333333,-11.5,Africa,Western Mande,Mande,False,False
1412,mdg,mund1325,Mundang,9.66666666667,14.5,Africa,Mbumic,Niger-Congo,False,False
1413,mdk,mand1436,Mandinka,13.0,-15.6666666667,Africa,Western Mande,Mande,False,False
1414,mdl,madn1237,Matngele,-13.8333333333,130.416666667,Australia,Eastern Daly,Eastern Daly,False,False
1415,mdm,west2443,Madimadi,-34.5,143.5,None,Southeastern Pama-Nyungan,Pama-Nyungan,False,False
1416,mdn,mand1446,Mandan,46.5,-102.5,North America,Core Siouan,Siouan,False,False
1417,mdo,gbay1281,Mbodomo,4.5,15.5,Africa,Gbaya-Manza-Ngbaka,Niger-Congo,False,False
1418,mdr,nucl1460,Madurese,-7.0,113.5,Papunesia,Malayo-Sumbawan,Austronesian,False,False
1419,mds,mala1481,Manadonese,1.5,124.833333333,Papunesia,Malayo-Sumbawan,Austronesian,False,False
1420,mdu,mund1326,Mündü,4.5,30.0,Africa,Ubangi,Niger-Congo,False,False
1421,mdw,mbos1242,Mbosi,-1.25,15.5,Africa,Bantoid,Niger-Congo,False,False
1422,mdz,mada1282,Mada (in Nigeria),8.75,8.25,Africa,Platoid,Niger-Congo,False,False
1423,mea,meya1236,Meyah,-1.16666666667,133.5,Papunesia,East Bird's Head,East Bird's Head,False,False
1424,meb,beta1252,Melayu Betawi,-6.5,107.0,Papunesia,Creoles and Pidgins,other,False,False
1425,mee,meen1242,Me'en,5.0,37.0,Africa,Surmic,Eastern Sudanic,False,False
1426,meh,mehr1241,Mehri,17.0,51.5,Eurasia,Semitic,Afro-Asiatic,False,False
1427,mei,mani1292,Meithei,24.75,94.0,Eurasia,Kuki-Chin,Sino-Tibetan,True,True
1428,mek,saki1248,Mekens,-12.5,-61.5,South America,Tupari,Tupian,False,False
1429,mel,cent2101,Melanau,2.5,111.5,Papunesia,North Borneo,Austronesian,False,False
1430,mem,mane1266,Manem,-3.0,140.833333333,Papunesia,Border,Border,False,False
1431,men,meno1252,Menomini,45.5,-88.3333333333,North America,Algonquian,Algic,False,False
1432,mer,meri1244,Meryam Mir,-9.91666666667,144.083333333,Papunesia,Western Fly,Western Fly,False,False
1433,mey,meny1245,Menya,-7.25,146.0,Papunesia,Angan,Trans-New Guinea,False,False
1434,mga,ndun1249,Mondunga,2.25,21.5,Africa,Ubangi,Niger-Congo,False,False
1435,mgd,mong1342,Mongondow,0.666666666667,124.0,Papunesia,Greater Central Philippine,Austronesian,False,False
1436,mgg,tuuu1240,Mangghuer,36.0,102.0,Eurasia,Mongolic,Altaic,False,False
1437,mgh,maga1260,Magahi,23.5,85.5,Eurasia,Indic,Indo-European,False,False
1438,mgi,mail1248,Magi,-10.3333333333,149.333333333,Papunesia,Mailuan,Trans-New Guinea,False,False
1439,mgk,mung1266,Mungaka,5.91666666667,10.0,Africa,Bantoid,Niger-Congo,False,False
1440,mgl,ming1252,Mingrelian,42.5,42.0,Eurasia,Kartvelian,Kartvelian,False,False
1441,mgn,magu1243,Magindanao,6.83333333333,124.5,Papunesia,Greater Central Philippine,Austronesian,False,False
1442,mgo,mong1338,Mongo,0.0,21.0,Africa,Bantoid,Niger-Congo,False,False
1443,mgq,mang1398,Mango,8.75,17.0,Africa,Bongo-Bagirmi,Central Sudanic,False,False
1444,mgu,musg1254,Musgu,10.8333333333,14.9166666667,Africa,Biu-Mandara,Afro-Asiatic,False,False
1445,mhc,mohe1244,Mahican,42.6666666667,-73.5,North America,Algonquian,Algic,False,False
1446,mhi,mara1378,Marathi,19.0,76.0,Eurasia,Indic,Indo-European,False,False
1447,mhk,mehe1243,Mehek,-3.75,142.5,Papunesia,Tama Sepik,Sepik,False,False
1448,mhl,misi1242,Miri (Hill):,27.9166666667,93.8333333333,Eurasia,Tani,Sino-Tibetan,False,False
1449,mhm,besi1244,Mah Meri,2.83333333333,101.5,Eurasia,Aslian,Austro-Asiatic,False,False
1450,mhu,mbal1255,Mbalanhu,-17.5,15.0,Africa,Bantoid,Niger-Congo,False,False
1451,mic,mikm1235,Micmac,45.0,-63.0,North America,Algonquian,Algic,False,False
1452,mid,mido1240,Midob,15.0833333333,26.25,Africa,Nubian,Eastern Sudanic,False,False
1453,mie,iumi1238,Mien,25.0,111.0,Eurasia,Hmong-Mien,Hmong-Mien,False,False
1454,mig,miga1249,Migama,12.1666666667,19.8333333333,Africa,East Chadic,Afro-Asiatic,False,False
1455,mii,tama1331,Miisiirii,13.5,22.0,Africa,Taman,Eastern Sudanic,False,False
1456,mij,miju1243,Miju,29.0,96.0,Eurasia,Tani,Sino-Tibetan,False,False
1457,mik,karb1241,Mikir,26.3333333333,93.5,Eurasia,Kuki-Chin,Sino-Tibetan,False,False
1458,mil,None,Milang,28.5,95.25,Eurasia,Tani,Sino-Tibetan,False,False
1459,min,mina1268,Minangkabau,-1.0,101.0,Papunesia,Malayo-Sumbawan,Austronesian,False,False
1460,mir,miri1266,Miriwung,-15.6666666667,129.0,Australia,Jarrakan,Jarrakan,False,False
1461,mis,misk1235,Miskito,14.0,-83.6666666667,North America,Misumalpan,Misumalpan,False,False
1462,mit,mitu1240,Mituku,-1.66666666667,25.5,Africa,Bantoid,Niger-Congo,False,False
1463,miy,miya1266,Miya,10.9166666667,9.66666666667,Africa,West Chadic,Afro-Asiatic,False,False
1464,miz,lush1249,Mizo,23.1666666667,92.8333333333,Eurasia,Kuki-Chin,Sino-Tibetan,False,False
1465,mja,jami1235,Mixtec (Jamiltepec),16.25,-97.8333333333,North America,Mixtecan,Oto-Manguean,False,False
1466,mjc,sanj1281,Mixtec (San Juan Colorado),16.5,-98.0,North America,Mixtecan,Oto-Manguean,False,False
1467,mjk,mand1419,Manjaku,12.0,-16.25,Africa,Bak,Niger-Congo,False,False
1468,mka,maho1249,Mauka,8.33333333333,-7.5,Africa,Western Mande,Mande,False,False
1469,mkb,coas1301,Miwok (Bodega),38.3333333333,-123.0,North America,Miwok,Penutian,False,False
1470,mkd,mako1251,Makonde,-11.0,40.0,Africa,Bantoid,Niger-Congo,False,False
1471,mke,meke1243,Mekeo,-8.33333333333,146.5,Papunesia,Oceanic,Austronesian,False,False
1472,mkg,None,Mandinka (Gambian),13.4166666667,-16.0,Africa,Western Mande,Mande,False,False
1473,mki,mika1239,Mikasuki,32.0,-85.0,North America,Muskogean,Muskogean,False,False
1474,mkj,maka1316,Makasae,-8.66666666667,126.5,Papunesia,Makasae-Fataluku-Oirata,Timor-Alor-Pantar,False,False
1475,mkl,makl1246,Maklew,-7.66666666667,139.416666667,Papunesia,Bulaka River,Bulaka River,False,False
1476,mkn,mank1251,Mankanya,12.0833333333,-15.9166666667,Africa,Bak,Niger-Congo,False,False
1477,mko,muku1242,Mokilko,11.9166666667,18.0833333333,Africa,East Chadic,Afro-Asiatic,False,False
1478,mkq,ngem1255,Mankon,6.0,10.1666666667,Africa,Bantoid,Niger-Congo,False,False
1479,mkr,arua1260,Mikarew,-4.41666666667,144.916666667,Papunesia,Mikarew,Lower Sepik-Ramu,False,False
1480,mks,maka1311,Makassar,-5.41666666667,119.583333333,Papunesia,South Sulawesi,Austronesian,False,False
1481,mku,mara1386,Maranungku,-13.6666666667,130.0,Australia,Wagaydy,Western Daly,False,True
1482,mkw,maku1246,Máku,0.416666666667,-69.8333333333,South America,Máku,Máku,False,False
1483,mkz,maka1304,Makaa,3.41666666667,12.25,Africa,Bantoid,Niger-Congo,False,False
1484,mla,None,Mambila,6.75,11.5,Africa,Bantoid,Niger-Congo,False,False
1485,mlc,mala1533,Malacca Creole,2.2,102.25,Eurasia,Creoles and Pidgins,other,False,False
1486,mle,male1284,Maale,6.0,36.9166666667,Africa,North Omotic,Afro-Asiatic,False,False
1487,mlg,wand1278,Malgwa,11.5,13.75,Africa,Biu-Mandara,Afro-Asiatic,False,False
1488,mli,mali1284,Mali,-4.83333333333,152.25,Papunesia,Baining,Baining,False,False
1489,mlk,mull1237,Malakmalak,-13.4166666667,130.416666667,Australia,Northern Daly,Northern Daly,False,False
1490,mll,mola1238,Molala,44.5,-122.5,North America,Molala,Penutian,False,False
1491,mlm,mlab1235,Mlabri (Minor),18.5,101.0,Eurasia,Khmuic,Austro-Asiatic,False,False
1492,mlt,malt1254,Maltese,35.9166666667,14.4166666667,Eurasia,Semitic,Afro-Asiatic,False,False
1493,mlu,male1289,Maleu,-5.71666666667,148.416666667,Papunesia,Oceanic,Austronesian,False,False
1494,mly,stan1306,Malay,3.0,102.0,Eurasia,Malayo-Sumbawan,Austronesian,False,False
1495,mma,nucl1706,Mandaic (Modern),31.0,48.5,Eurasia,Semitic,Afro-Asiatic,False,False
1496,mmb,mbul1263,Mangap-Mbula,-5.66666666667,148.083333333,Papunesia,Oceanic,Austronesian,False,False
1497,mme,east2328,Mari (Meadow),57.0,48.0,Eurasia,Mari,Uralic,False,False
1498,mmi,mamb1294,Mambai,9.66666666667,14.0,Africa,Mbumic,Niger-Congo,False,False
1499,mmn,mama1275,Mamanwa,9.41666666667,125.5,Papunesia,Greater Central Philippine,Austronesian,False,False
1500,mmo,moks1248,Mordvin (Moksha),54.0,44.0,Eurasia,Mordvin,Uralic,False,False
1501,mmp,mamp1244,Mampruli,10.3333333333,-0.666666666667,Africa,Northern-Central Gur,Niger-Congo,False,False
1502,mms,mama1276,Mamasa,-3.08333333333,119.666666667,Papunesia,South Sulawesi,Austronesian,False,False
1503,mmu,nege1240,Malay (Ulu Muar),2.66666666667,102.5,Eurasia,Malayo-Sumbawan,Austronesian,False,False
1504,mmv,mamv1243,Mamvu,3.25,29.0,Africa,Mangbutu-Efe,Central Sudanic,False,False
1505,mmw,mamb1296,Mambwe,-9.08333333333,31.1666666667,Africa,Bantoid,Niger-Congo,False,False
1506,mna,muna1247,Muna,-5.0,122.5,Papunesia,Celebic,Austronesian,False,False
1507,mnc,manc1252,Manchu,49.5,127.5,Eurasia,Tungusic,Altaic,False,False
1508,mnd,None,Mandarin,34.0,110.0,Eurasia,Chinese,Sino-Tibetan,True,True
1509,mne,nort2952,Maidu (Northeast),40.0,-120.666666667,North America,Maiduan,Penutian,False,False
1510,mng,mang1405,Manggarai,-8.5,120.333333333,Papunesia,Central Malayo-Polynesian,Austronesian,False,False
1511,mni,moni1261,Moni,-3.66666666667,137.0,Papunesia,Wissel Lakes-Kemandoga,Trans-New Guinea,False,False
1512,mnj,mart1256,Mantjiltjara,-22.6666666667,125.083333333,Australia,Western Pama-Nyungan,Pama-Nyungan,False,False
1513,mnk,east2426,Maninka,10.5,-9.5,Africa,Western Mande,Mande,False,False
1514,mnm,mana1295,Manam,-4.0,145.0,Papunesia,Oceanic,Austronesian,False,False
1515,mno,mono1275,Mono (in United States),38.0,-119.0,North America,Numic,Uto-Aztecan,False,False
1516,mnr,mand1442,Mandar,-3.41666666667,119.083333333,Papunesia,South Sulawesi,Austronesian,False,False
1517,mns,mans1258,Mansi,62.0,62.0,Eurasia,Ugric,Uralic,False,False
1518,mnt,ment1249,Mentawai,-1.5,99.0,Papunesia,Northwest Sumatra-Barrier Islands,Austronesian,False,False
1519,mnu,kimm1245,Mun,19.0,110.0,Eurasia,Hmong-Mien,Hmong-Mien,False,False
1520,mnv,mina1269,Minaveha,-9.6,150.466666667,Papunesia,Oceanic,Austronesian,False,False
1521,mnx,manx1243,Manx,54.1666666667,-4.5,Eurasia,Celtic,Indo-European,False,False
1522,mny,marg1253,Margany,-27.0,144.5,Australia,Northern Pama-Nyungan,Pama-Nyungan,False,False
1523,mnz,monz1249,Munzombo,3.0,18.4166666667,Africa,Ubangi,Niger-Congo,False,False
1524,moa,mono1273,Mono-Alu,-7.05,155.75,Papunesia,Oceanic,Austronesian,False,False
1525,moc,shek1244,Moca,7.58333333333,35.5,Africa,North Omotic,Afro-Asiatic,False,False
1526,moe,erzy1239,Mordvin (Erzya),53.0,45.5,Eurasia,Mordvin,Uralic,False,False
1527,mof,mofu1248,Mofu-Gudur,10.5,14.0,Africa,Biu-Mandara,Afro-Asiatic,False,False
1528,mog,mogh1245,Moghol,35.0,62.0,Eurasia,Mongolic,Altaic,False,False
1529,moh,moha1258,Mohawk,43.5,-74.25,North America,Northern Iroquoian,Iroquoian,False,False
1530,moj,moha1256,Mojave,34.6666666667,-114.583333333,North America,Yuman,Hokan,False,False
1531,mok,moki1238,Mokilese,6.66666666667,159.75,Papunesia,Oceanic,Austronesian,False,False
1532,mol,roma1327,Moldavian,47.0,29.0,Eurasia,Romance,Indo-European,False,False
1533,mom,nucl1452,Mombum,-8.25,138.75,Papunesia,Mombum,Mombum,False,False
1534,mon,monn1252,Mon,14.8333333333,100.5,Eurasia,Monic,Austro-Asiatic,False,False
1535,moo,moss1236,Mooré,12.8333333333,-1.25,Africa,Northern-Central Gur,Niger-Congo,False,False
1536,mop,mopa1243,Mopan,16.5833333333,-88.6666666667,North America,Mayan,Mayan,False,False
1537,mor,morm1235,Mor,-2.95,135.75,Papunesia,South Halmahera - West New Guinea,Austronesian,False,False
1538,mos,mose1249,Mosetén,-14.75,-67.8333333333,South America,Mosetenan,Mosetenan,False,False
1539,mot,siwa1245,Motuna,-6.61666666667,155.416666667,Papunesia,East Bougainville,East Bougainville,False,False
1540,mou,moru1253,Moru,4.75,29.75,Africa,Moru-Ma'di,Central Sudanic,False,False
1541,mov,movi1243,Movima,-13.8333333333,-65.6666666667,South America,Movima,Movima,False,False
1542,mpa,murr1258,Murrinh-Patha,-14.6666666667,129.666666667,Australia,Murrinh-Patha,Southern Daly,False,False
1543,mpo,myen1241,Mpongwe,-1.25,9.5,Africa,Bantoid,Niger-Congo,False,False
1544,mpr,maip1246,Maipure,5.5,-67.5,South America,Alto-Orinoco,Arawakan,False,False
1545,mpt,mian1256,Mian,-4.75,141.5,Papunesia,Ok,Trans-New Guinea,False,False
1546,mpu,mpur1239,Mpur,-0.75,133.25,Papunesia,Kebar,West Papuan,False,False
1547,mpy,mapo1246,Mapoyo,6.0,-67.0,South America,Cariban,Cariban,False,False
1548,mqc,None,Martinique Creole,14.6666666667,-61.0,North America,Creoles and Pidgins,other,False,False
1549,mqf,momu1241,Momuna,-4.83333333333,139.25,Papunesia,Momuna,Trans-New Guinea,False,False
1550,mra,mara1385,Mara,-15.0,135.166666667,Australia,Mara,Mangarrayi-Maran,False,False
1551,mrc,rong1264,Marchha,30.25,79.5833333333,Eurasia,Bodic,Sino-Tibetan,False,False
1552,mrd,nucl1622,Marind,-7.83333333333,140.166666667,Papunesia,Marind,Anim,False,True
1553,mrg,marg1265,Margi,11.0,13.0,Africa,Biu-Mandara,Afro-Asiatic,False,False
1554,mrh,mari1424,Marrithiyel,-13.8333333333,130.0,Australia,Bringen,Western Daly,False,False
1555,mri,moro1289,Moraori,-8.58333333333,140.666666667,Papunesia,Moraori,Moraori,False,False
1556,mrj,ngad1258,Mirniny,-31.0,129.0,Australia,Western Pama-Nyungan,Pama-Nyungan,False,False
1557,mrk,muri1260,Murik,-3.83333333333,144.25,Papunesia,Lower Sepik,Lower Sepik-Ramu,False,False
1558,mrl,murl1244,Murle,6.5,33.5,Africa,Surmic,Eastern Sudanic,False,True
1559,mrn,mara1404,Maranao,7.83333333333,124.25,Papunesia,Greater Central Philippine,Austronesian,False,False
1560,mro,moro1285,Moro,11.0,30.1666666667,Africa,Heiban,Kordofanian,False,False
1561,mrq,None,Marquesan,-8.91666666667,-140.083333333,Papunesia,Oceanic,Austronesian,False,False
1562,mrr,mari1419,Maringarr,-14.25,130.0,Australia,Bringen,Western Daly,False,False
1563,mrs,nucl1594,Mairasi,-3.5,134.0,Papunesia,Mairasi-Tanahmerah,Trans-New Guinea,False,False
1564,mrt,mart1255,Martuthunira,-20.8333333333,116.5,Australia,Western Pama-Nyungan,Pama-Nyungan,True,True
1565,mru,maru1249,Maru,23.5,98.5,Eurasia,Burmese-Lolo,Sino-Tibetan,False,False
1566,mrw,muru1266,Muruwari,-28.75,147.0,Australia,Southeastern Pama-Nyungan,Pama-Nyungan,False,False
1567,msc,chib1270,Muisca,5.0,-74.0,South America,Chibcha-Duit,Chibchan,False,False
1568,mse,muns1251,Munsee,41.5,-74.6666666667,North America,Algonquian,Algic,False,False
1569,msg,None,Mising,28.5,94.8333333333,Eurasia,Tani,Sino-Tibetan,False,False
1570,msh,mars1254,Marshallese,7.11666666667,171.05,Papunesia,Oceanic,Austronesian,False,False
1571,msk,ngil1242,Masakin,10.6666666667,30.0,Africa,Talodi,Kordofanian,False,False
1572,msl,nucl1440,Masalit,13.3333333333,22.0,Africa,Maban,Maban,False,False
1573,msm,muso1238,Musom,-6.58333333333,147.0,Papunesia,Oceanic,Austronesian,False,False
1574,msn,mais1250,Maisin,-9.5,149.166666667,Papunesia,Oceanic,Austronesian,False,False
1575,msq,None,Musqueam,49.1666666667,-123.0,North America,Central Salish,Salishan,False,False
1576,mss,sout2985,Miwok (Southern Sierra),37.5,-120.0,North America,Miwok,Penutian,False,True
1577,msy,west2418,Magar (Syangja),28.0833333333,83.8333333333,Eurasia,Mahakiranti,Sino-Tibetan,False,False
1578,mta,buka1257,Mentuh Tapuh,1.25,111.0,Papunesia,Land Dayak,Austronesian,False,False
1579,mtb,matu1259,Matuumbi,-8.5,39.0,Africa,Bantoid,Niger-Congo,False,False
1580,mtg,mont1268,Montagnais,52.0,-65.0,North America,Algonquian,Algic,False,False
1581,mth,tlah1239,Mixe (Tlahuitoltepec),17.0833333333,-96.1666666667,North America,Mixe-Zoque,Mixe-Zoque,False,False
1582,mti,bari1297,Barí,9.0,-73.0,South America,Motilon,Chibchan,False,False
1583,mtk,matu1261,Matukar,-4.91666666667,145.75,Papunesia,Oceanic,Austronesian,False,False
1584,mtl,matt1238,Mattole,40.1666666667,-124.166666667,North America,Athapaskan,Na-Dene,False,False
1585,mto,kuma1274,Malto,25.0,87.3333333333,Eurasia,Northern Dravidian,Dravidian,False,False
1586,mtp,toto1305,Mixe (Totontepec),17.25,-96.0,North America,Mixe-Zoque,Mixe-Zoque,False,False
1587,mts,mati1255,Matis,-4.41666666667,-70.25,South America,Panoan,Panoan,False,False
1588,mtt,wamp1249,Massachusett,42.5,-71.0,North America,Algonquian,Algic,False,False
1589,mtu,motu1246,Motu,-9.33333333333,147.0,Papunesia,Oceanic,Austronesian,False,False
1590,mua,makh1264,Makua,-15.0,38.6666666667,Africa,Bantoid,Niger-Congo,False,False
1591,mud,mund1327,Mundani,5.66666666667,9.91666666667,Africa,Bantoid,Niger-Congo,False,False
1592,mug,barg1252,Bargam,-4.88333333333,145.75,Papunesia,Madang,Trans-New Guinea,False,False
1593,muh,None,Muher,8.16666666667,38.1666666667,Africa,Semitic,Afro-Asiatic,False,False
1594,mui,muin1242,Muinane,-1.0,-72.5,South America,Boran,Huitotoan,False,False
1595,mul,mula1253,Mulao,25.0,108.0,Eurasia,Kam-Tai,Tai-Kadai,False,False
1596,mum,nucl1240,Mumuye,9.0,11.6666666667,Africa,Mumuye-Yandang,Niger-Congo,False,False
1597,mun,None,Mundari,23.0,84.6666666667,Eurasia,Munda,Austro-Asiatic,False,True
1598,muo,muon1246,Muong,20.5,105.083333333,Eurasia,Viet-Muong,Austro-Asiatic,False,False
1599,mup,mwag1236,Mupun,9.5,8.83333333333,Africa,West Chadic,Afro-Asiatic,False,False
1600,mur,murs1242,Mursi,5.58333333333,36.0833333333,Africa,Surmic,Eastern Sudanic,False,False
