,name
1561,Marquesan
1562,Maringarr
1563,Mairasi
1564,Martuthunira
1565,Maru
1566,Muruwari
1567,Muisca
1568,Munsee
1569,Mising
1570,Marshallese
1571,Masakin
1572,Masalit
1573,Musom
1574,Maisin
1575,Musqueam
1576,Miwok (Southern Sierra)
1577,Magar (Syangja)
1578,Mentuh Tapuh
1579,Matuumbi
1580,Montagnais
1581,Mixe (Tlahuitoltepec)
1582,Barí
1583,Matukar
1584,Mattole
1585,Malto
1586,Mixe (Totontepec)
1587,Matis
1588,Massachusett
1589,Motu
1590,Makua
1591,Mundani
1592,Bargam
1593,Muher
1594,Muinane
1595,Mulao
1596,Mumuye
1597,Mundari
1598,Muong
1599,Mupun
1600,Mursi
1601,Mussau
1602,Mutsun
1603,Mundurukú
1604,Muyuw
1605,Martu Wangka
1606,Manobo (Western Bukidnon)
1607,Mawchi
1608,Mwera
1609,Miwok (Lake)
1610,Miwok (Northern Sierra)
1611,Mwotlap
1612,Miwok (Plains)
1613,Mixtec (Atatlahuca)
1614,Mixtec (Chalcatongo)
1615,Ifira-Mele
1616,Mixtec (San Miguel el Grande)
1617,Mixtec (Jicaltepec)
1618,Mixtec (Alacatlatzala)
1619,Mixtec (Molinos)
1620,Mixtec (Ocotepec)
1621,Mixtec (Peñoles)
1622,Mixtec (Silacayoapan)
1623,Mixtec (Ayutla)
1624,Mixtec (Chayuco)
1625,Mixe (Ayutla)
1626,Mixtec (Yosondúa)
1627,Mixtec (Coatzospan)
1628,Ma'ya
1629,Mayogo
1630,Mangarrayi
1631,Malay (Kuala Lumpur)
1632,Malayalam
1633,Ma'anyan
1634,Mayo
1635,Matsés
1636,Mayi-Yapi
1637,Mazatec (Chiquihuitlán)
1638,Mazatec (Huautla)
1639,Mazanderani
1640,Neo-Aramaic (Amadiya)
1641,Nabak
1642,Nadëb
1643,Nafaanra
1644,Nagatman
1645,Nahali
1646,Nanai
1647,Neo-Aramaic (Arbel Jewish)
1648,Nakanai
1649,Nalik
1650,Namia
1651,Nandi
1652,Neo-Aramaic (Persian Azerbaijan)
1653,Nara (in Ethiopia)
1654,Nasioi
1655,Natchez
1656,Nauruan
1657,Navajo
1658,Naxi
1659,Nambas (Big)
1660,Nubian (Dongolese)
1661,Ngombe
1662,Ghulfan
1663,Natügu
1664,Ngbaka (Ma'bo)
1665,Nyambo
1666,Ngäbere
1667,Nicobarese (Car)
1668,Ncàm
1669,Ndebele (in South Africa)
1670,Nande
1671,Ndogo
1672,Ngbandi
1673,Ndjébbana
1674,Ndonga
1675,Nadroga
1676,Ndut
1677,Ndumu
1678,Ndyuka
1679,Nederlandse Gebarentaal
1680,Negidal
1681,Nehan
1682,Nelemwa
1683,Nenets (Forest)
1684,Nepali
1685,Nevome
1686,Newari (Kathmandu)
1687,Neyo
1688,Nez Perce
1689,Nganasan
1690,Ngbaka (Minagende)
1691,Ngad'a
1692,Ngemba
1693,Ngan'gityemerri
1694,Ngiyambaa
1695,Ngadjumaja
1696,Ngankikurungkurr
1697,Ngalakan
1698,Ngambay
1699,Ngandi
1700,Ngoni
1701,Ngarinyeri
1702,Naga (Tangkhul)
1703,Nguna
1704,Ngawun
1705,Ngarinyman
1706,Ngizim
1707,Nhanda
1708,Nahuatl (Central)
1709,Nahuatl (Huasteca)
1710,Nahuatl (Michoacán)
1711,Nahuatl (North Puebla)
1712,Nahuatl (Pochutla)
1713,Nahuatl (Tetelcingo)
1714,Nahuatl (Xalitla)
1715,Nias
1716,Nicobarese
1717,Niuafo'ou
1718,Nihon Shuwa (Japanese Sign Language)
1719,Nimboran
1720,Ningil
1721,Nyishi
1722,Nitinaht
1723,Niuean
1724,Nivkh
1725,Nyungar
1726,Ngalkbun
1727,Nkem
1728,Nakkara
1729,Nkonya
1730,Nkore-Kiga
1731,Nukuoro
1732,Nyah Kur (Tha Pong)
1733,Nubian (Kunuz)
1734,Ngarla
1735,Ngarluma
1736,Nyamal
1737,Naga (Mao)
1738,Nambikuára (Southern)
1739,Samo
1740,Nahuatl (Mecayapan Isthmus)
1741,Manange
1742,Nancowry
1743,Nend
1744,Nengone
1745,Nyanga
1746,Nankina
1747,Nanumea
1748,Nuni (Northern)
1749,Nanticoke
1750,Nobiin
1751,Nocte
1752,Noghay
1753,Noghay (Karagash)
1754,Nomatsiguenga
1755,Noni
1756,Noon
1757,Norwegian
1758,Nahuatl (Pajapan)
1759,Nar-Phu
1760,Nigerian Pidgin
1761,Naga Pidgin
1762,Napu
1763,Nanerge
1764,Narom
1765,Nharo
1766,Nsenga
1767,Nisgha
1768,Naskapi
1769,Nisenan
1770,Neo-Aramaic (Assyrian)
1771,Nahuatl (Sierra de Zacapoaxtla)
1772,Norsk Tegnspråk
1773,Ngiti
1774,Ngaanyatjarra
1775,Nateni
1776,Ntomba
1777,Nenets
1778,Nuaulu
1779,Nubi
1780,Nuer
1781,Nunggubuyu
1782,Nukak
1783,Nung (in Vietnam)
1784,Nupe
1785,Nusu
1786,Nuuchahnulth
1787,Nivkh (South Sakhalin)
1788,Newar (Dolakha)
1789,Nyawaygi
1790,Nyangi
1791,Nyiha
1792,Nyimang
1793,Nyamkad
1794,Nyelâyu
1795,Nyamwezi
1796,Nyigina
1797,Nyangumarda
1798,Nyulnyul
1799,Nzakara
1800,Naga (Zeme)
1801,New Zealand Sign Language
1802,Ogbronuagum
1803,Obokuitai
1804,Obolo
1805,Ocaina
1806,Occitan
1807,Ocuilteco
1808,Ogbia
1809,Oi
1810,Oirat
1811,Otomí (Ixtenco)
1812,Ojibwa (Eastern)
1813,Ojibwe (Minnesota)
1814,Ojibwa (Severn)
1815,Okanagan
1816,Oriya (Kotia)
1817,Oksapmin
1818,Oku
1819,Oloh Mangtangai
1820,Olo
1821,Olutec
1822,Omagua
1823,Omaha
1824,Ömie
1825,Oneida
1826,One
1827,Onge
1828,Onondaga
1829,Ono
1830,O'odham
1831,Emai
1832,Oromo (Boraana)
1833,Oroch
1834,Ordos
1835,Orejón
1836,Oromo (Harar)
1837,Orig
1838,Orok
1839,Orokolo
1840,Ormuri
1841,Orokaiva
1842,Oromo (Waata)
1843,Orya
1844,Osage
1845,Otomí (Santiago Mexquititlan)
1846,Ossetic
1847,Otomí (Mezquital)
1848,Oto
1849,Otoro
1850,Otomí (Sierra)
1851,Oromo (West-Central)
1852,Owininga
1853,Oriya
1854,Pa'a
1855,Pacoh
1856,Padoe
1857,Páez
1858,Pagu
1859,Paiwan
1860,Pakanha
1861,Palauan
1862,Pame
1863,Panjabi
1864,Papiamentu
1865,Päri
1866,Patep
1867,Paumarí
1868,Pawaian
1869,Pima Bajo
1870,Poqomam
1871,Folopa
1872,Pech
1873,Pemon
1874,Pengo
1875,Pero
1876,Pilagá
1877,Pingilapese
1878,Phlong
1879,Piaroa
1880,Pileni
1881,Pintupi
1882,Pipil
1883,Piro
1884,Pisa
1885,Pitjantjatjara
1886,Pokomchí
1887,Paakantyi
1888,Pokot
1889,Playero
1890,Polabian
1891,Palaung
1892,Paulohi
1893,Palikur
1894,Pulopetak
1895,Palor
1896,Pomo (Central)
1897,Pomo (Eastern)
1898,Pomo (Northern)
1899,Paamese
1900,Pamona
1901,Pangwa
1902,Pangasinan
1903,Paiute (Northern)
1904,Panare
1905,Bunu (Younuo)
1906,Panará
1907,Panyjima
1908,Po-Ai
1909,Podoko
1910,Pogoro
1911,Pohnpeian
1912,Poko-Rawo
1913,Polish
1914,Popoloca (Metzontla)
1915,Portuguese
1916,Potawatomi
1917,Powhatan
1918,Piapoco
1919,Pitta Pitta
1920,Prasuni
1921,Paresi
1922,Parji (Dravidian)
1923,Pare
1924,Pirahã
1925,Príncipense
1926,Purki
1927,Provençal
1928,Persian
1929,Piratapuyo
1930,Pashto
1931,Popoloca (San Juan Atzingo)
1932,Plains-Indians Sign Language
1933,Passamaquoddy-Maliseet
1934,Pomo (Southeastern)
1935,Popoloca (San Vicente Coyotepec)
1936,Port Sandwich
1937,Paita
1938,Paite
1939,Patpatar
1940,Pattani
1941,Patwin
1942,Puinave
1943,Parauk
1944,Puluwat
1945,Pumi
1946,Pungupungu
1947,Puquina
1948,Purépecha
1949,Paiute (Southern)
1950,Pawnee
1951,Qafar
1952,Quechua (Ancash)
1953,Qawasqar
1954,Quechua (Ayacucho)
1955,Quechua (Bolivian)
1956,Quechua (Cajamarca)
1957,Quiché
1958,Quechua (Cochabamba)
1959,Quechua (Cuzco)
1960,Quechua (Ecuadorean)
1961,Quechua (Huallaga)
1962,Qiang
1963,Quechua (Imbabura)
1964,Quechua (Tarma)
1965,Quechan
1966,Quileute
1967,Sipakapense
1968,Rade
1969,Raga
1970,Ralte
1971,Rama
1972,Rao
1973,Rapanui
1974,Rashad
1975,Romani (Ajia Varvara)
1976,Rawang
1977,Romani (Burgenland)
1978,Romani (Bugurdzi)
1979,Rejang
1980,Remo
1981,Rendille
1982,Resígaro
1983,Retuarã
1984,Ronga
1985,rGyalrong (Caodeng)
1986,Roglai (Northern)
1987,Riantana
1988,Rikbaktsa
1989,Rimi
1990,Ritharngu
1991,Raji
1992,Romani (Kalderash)
1993,Romani (Lovari)
1994,Rembarnga
1995,Romansch
1996,Rundi
1997,Rengao
1998,Rennellese
1999,Romani (North Russian)
2000,Runyankore
2001,Romanian
2002,Ron
2003,Roro
2004,Rotuman
2005,Roviana
2006,Rang Pas
2007,Runyoro-Rutooro
2008,Romansch (Scharans)
2009,Shughni
2010,Russian Sign Language
2011,Romansch (Surmeiran)
2012,Romansch (Sursilvan)
2013,Roti
2014,Rotokas
2015,Rukai (Tanan)
2016,Rumu
2017,Runga
2018,Russian
2019,Rutul
2020,Rawa
2021,Romani (Welsh)
2022,Shuri
2023,Sa'a
2024,Sa'ban
2025,Saek
2026,Sahu
2027,Sakao
2028,Salinan
2029,Samoan
2030,Sango
2031,Saho
2032,Sapuan
2033,Sare
2034,Savi
2035,Sawu
2036,Sayula Popoluca
2037,Sáliba (in Colombia)
2038,Sama (Balangingi)
2039,Saanich
2040,Serbian-Croatian
2041,Saami (Central-South)
2042,Sindhi
2043,Sandawe
2044,Southeast Ambrym
2045,Sebei
2046,Secoya
2047,Sedang
2048,Seediq
2049,Selknam
2050,Sema
2051,Sena
2052,Seri
2053,Sesotho
2054,Seychelles Creole
2055,Sougb
2056,Songe
2057,Sengele
2058,Sangir
2059,Songish
2060,Sangu
2061,Shan
2062,Shabo
2063,Sherdukpen
2064,Sherpa
2065,Sharanahua
2066,Shiriana
2067,Shipibo-Konibo
2068,Shilluk
2069,Shambala
2070,Shona
2071,Shoshone
2072,Sahaptin (Northern)
2073,Shor
2074,Shasta
2075,Shatt
2076,Shuswap
2077,Shawnee
2078,Shira Yughur
2079,Siane
2080,Sidaama
2081,Sika
2082,Sila
2083,Simeulue
2084,Siona
2085,Sio
2086,Siar
2087,Sisiqa
2088,Siuslaw
2089,Saami (Kildin)
2090,Sikkimese
2091,Sikule
2092,Sukuma
2093,Skou
2094,Selkup
2095,Sikaritai
2096,Suku
2097,Shekhawati
2098,Slave
2099,Saliba (in Papua New Guinea)
2100,Samba Leko
2101,Sulung
2102,Slovene
2103,Selepet
2104,Salar
2105,Slavey
2106,Selayar
2107,Semandang
2108,Seme
2109,Semai
2110,Semelai
2111,Seminole
2112,Shompen
2113,Sahaptin (Umatilla)
2114,Shina
2115,Seneca
2116,Senadi
2117,Sinaugoro
2118,Sinhala
2119,Sanuma
2120,Soninke
2121,Saami (Northern)
2122,Sentani
2123,So
2124,Sobei
2125,Soddo
2126,Solon
2127,Somali
2128,Sonsorol-Tobi
2129,Sooke
2130,Soqotri
2131,Sora
2132,Sorbian (Upper)
2133,Spanish
2134,Spanish (Canary Islands)
2135,Spitian
2136,Spokane
2137,Salish (Southern Puget Sound)
2138,Squamish
2139,Sranan
2140,Sorbian
2141,Sarcee
2142,Sardinian
2143,Sre
2144,Siriano
2145,Sorbian (Lower)
2146,Saramaccan
2147,Sirionó
2148,Siroi
2149,Serrano
2150,Selaru
2151,Siraya
2152,Sisaala
2153,Shinassha
2154,South Korean Sign Language
2155,Salish (Samish Straits)
2156,Salish (Straits)
2157,Santa
2158,Stieng
2159,Santali
2160,Sotho (Northern)
2161,Stoney
2162,Subiya
2163,Sudest
2164,Suena
2165,Sungor
2166,Sui
2167,Suki
2168,Sulka
2169,Mayangna
2170,Sundanese
2171,Supyire
2172,Sursurunga
2173,Susu
2174,Svan
2175,Slovincian
2176,Slovak
2177,Savosavo
2178,Svenska Teckenspråket
2179,Swahili
2180,Swedish
2181,Sawai
2182,Shoshone (Wind River)
2183,Swati
2184,Swedish (Västerbotten)
2185,Saryg Yughur
2186,Salt-Yui
2187,Taba
2188,Tacana
2189,Taiof
2190,Tagalog
2191,Tahitian
2192,Tuareg (Air)
2193,Tajik
2194,Takia
2195,Talinga
2196,Tamang (Eastern)
2197,Tangale
2198,Tarao
2199,Taiap
2200,Tariana
2201,Tashlhiyt
2202,Tatana'
2203,Tauya
2204,Tawala
2205,Tayo
2206,Talysh (Azerbaijan)
2207,Tabare
2208,Tübatulabal
2209,Tigré (Beni Amer)
2210,Tabla
2211,Tboli
2212,Tabaru
2213,Tabassaran
2214,Tobati
2215,Tubu
2216,Tabwa
2217,Tangbe
2218,Tarahumara (Central)
2219,Toda
2220,Tibetan (Dingri)
2221,Tibetan (Drokpa)
2222,Tectiteco
2223,Tepehua (Huehuetla)
2224,Tehuelche
2225,Telugu
2226,Tem
2227,Tennet
2228,Teop
2229,Tepehua (Tlachichilco)
2230,Tera
2231,Teso
2232,Tetela
2233,Tewa (Arizona)
2234,Turkic (East-Central Xorasan)
2235,Tangga
2236,Tagbanwa (Aborlan)
2237,Tuareg (Ghat)
2238,Tigak
2239,Tshangla
2240,Tugun
2241,Tsogo
2242,Tanglapui
2243,Tigré
2244,Tarangan (West)
2245,Thai
2246,Thadou
2247,Thakali
2248,Thangmi
2249,Thompson
2250,Thaypan
2251,Thai Sign Language
2252,Tehit
2253,Thulung
2254,Thao
2255,Kuuk Thaayorre
2256,Tima
2257,Tibetan (Standard Spoken)
2258,Ticuna
2259,Tidore
2260,Tifal
2261,Tigrinya
2262,Tikar
2263,Tillamook
2264,Timugon
2265,Tinrin
2266,Tiriyo
2267,Tibetan (Shigatse)
2268,Tiv
2269,Tiwi
2270,Tiipay (Jamul)
2271,Tokelauan
2272,Tuki
2273,Takelma
2274,Turkmen
2275,Teke (Southern)
2276,Tolai
2277,Tatar-Noghay (Alabugat)
2278,Talaud
2279,Telefol
2280,Tlingit
2281,Taulil
2282,Tobelo
2283,Tlapanec
2284,Talysh (Southern)
2285,Tama
2286,Timucua
2287,Tamagario
2288,Tatar (Mishar)
2289,Tumak
2290,Tamil
2291,Tamabo
2292,Temein
2293,Tibetan (Modern Literary)
2294,Tampulma
2295,Temiar
2296,Tat (Muslim)
2297,Turkana
2298,Tunebo
2299,Tanacross
2300,Tindi
2301,Temne
2302,Tongan
2303,Tinani
2304,Tanaina
2305,Tungak
2306,Tanana (Lower)
2307,Tunen
2308,Tondano
2309,Tanna (Southwest)
2310,Tontemboan
2311,Tenyer
2312,Toaripi
2313,Toba
2314,Tod
2315,Tofa
2316,Tojolabal
2317,Tarok
2318,Tol
2319,Tonkawa
2320,Toqabaqita
2321,Toratán
2322,Totonac (Sierra)
2323,Totonac (Misantla)
2324,Southern Toussian
2325,Tonga (in Zambia)
2326,Totonac (Papantla)
2327,Tepecano
2328,Tok Pisin
2329,Tepehuan (Northern)
2330,Tupuri
2331,Tepehuan (Southeastern)
2332,Tapieté
2333,Teribe
2334,Trique (Chicahuaxtla)
2335,Toraja
2336,Tewa (Rio Grande)
2337,Trique (Copala)
2338,Tirmaga
2339,Terêna
2340,Tairora
2341,Ternate
2342,Trumai
2343,Torwali
2344,Tiruray
2345,Tsakhur
2346,Timorese
2347,Tsafiki
2348,Tausug
2349,Tümpisa Shoshone
2350,Tsimshian (Coast)
2351,Tewa (San Juan Pueblo)
2352,Tamashek
2353,Tanzania Sign Language
2354,Tsonga
2355,Tsou
2356,Tamil (Spoken)
2357,Taushiro
2358,Tsat
2359,Tswana
2360,Tsez
2361,Tatar (Baraba)
2362,Tetun Dili
2363,Tutelo
2364,Tetun
2365,Tati (Southern)
2366,Tsova-Tush
2367,Tatuyo
2368,Tuamotuan
2369,Tubar
2370,Tucano
2371,Tuareg (Ahaggar)
2372,Türk Isaret Dili
2373,Tukang Besi
2374,Tulu
2375,Tumleo
2376,Tunica
2377,Turkish
2378,Tuscarora
2379,Tutchone (Northern)
2380,Tuvan
2381,Tuyuca
2382,Tuvaluan
2383,Tatar
2384,Tutsa
2385,Twana
2386,Tarahumara (Western)
2387,Tiwa (Northern)
2388,Tiwa (Southern)
2389,Turkic (West Xorasan)
2390,Totonac (Xicotepec de Juárez)
2391,Tyeraity
2392,Tzeltal (Aguacatenango)
2393,Tzeltal
2394,Taiwanese Sign Language (Ziran Shouyu)
2395,Tzotzil
2396,Tzeltal (Tenejapa)
2397,Tzutujil
2398,Ubykh
2399,Udihe
2400,Udi
2401,Udmurt
2402,Ugandan Sign Language
2403,Uradhi
2404,Ukrainian
2405,Upper Kuskokwim
2406,Ulcha
2407,Uldeme
2408,Ulithian
2409,Uma
2410,UMbundu
2411,Umpila
2412,Umaua
2413,Una
2414,Ungarinjin
2415,Unami
2416,Ura
2417,Urdu
2418,Urhobo
2419,Urim
2420,Urubú-Kaapor
2421,Urak Lawoi'
2422,Urum
2423,Urarina
2424,Urat
2425,Uru
2426,Usan
2427,Urubú Sign Language
2428,Usarufa
2429,Ute
2430,Uyghur
2431,Uzbek
2432,Uzbek (Northern)
2433,Vafsi
2434,Vagla
2435,Vai
2436,Vasavi
2437,Vata
2438,Vedda
2439,Venda
2440,Veps
2441,Vietnamese
2442,Vili
2443,Kariera
2444,Vlaamse Gebarentaal
2445,Vinmavis
2446,Votic
2447,Wagiman
2448,Wahgi
2449,Wai Wai
2450,Wakhi
2451,Walman
2452,Wambaya
2453,Wangkumara
2454,Waorani
2455,Wappo
2456,Wari'
2457,Washo
2458,Watjarri
2459,Waunana
2460,Wayampi
2461,Wambon
2462,Wanman
2463,Wichí
2464,Welsh (Colloquial)
2465,Wedau
2466,Welsh
2467,Weri
2468,Wetan
2469,Wangkangurru
2470,Waigali
2471,Warrongo
2472,Wichita
2473,Wikchamni
2474,Wintu
2475,Wirangu
2476,Wiyot
2477,Wagawaga
2478,Wolof
2479,Wallisian
2480,Walmatjari
2481,Wolio
2482,Warluwara
2483,Wolaytta
2484,West Makian
2485,Wambule
2486,Wéménugbé
2487,Wik Munkan
2488,Wik Ngathana
2489,Wan
2490,Winnebago
2491,Wantoat
2492,Wobe
2493,Wogamusin
2494,Woisika
2495,Woleaian
2496,Womo
2497,Worora
2498,Wapishana
2499,Warao
2500,Warrnambool
2501,Wardaman
2502,Warrgamay
2503,Warekena
2504,Warlpiri
2505,Warembori
2506,Warndarang
2507,Waropen
2508,Waris
2509,Warumungu
2510,Warrwa
2511,Waray (in Australia)
2512,Waskia
2513,Wathawurrung
2514,Watam
2515,Wu
2516,Waurá
2517,Waama
2518,Woiwurrung
2519,Waray-Waray
2520,Wyandot
2521,Wayana
2522,/Xam
2523,Xârâcùù
2524,Xasonga
2525,Xavánte
2526,Kombio
2527,Xerénte
2528,Xhosa
2529,Kanashi
2530,Xokleng
2531,!Xóõ
2532,!Xun (Ekoka)
2533,Yagua
2534,Yahgan
2535,Yaka
2536,Yale (Kosarek)
2537,Yaminahua
2538,Yana
2539,Yao (in Malawi)
2540,Yapese
2541,Yaqui
2542,Yareba
2543,Yavapai
2544,Yawa
2545,Yay
2546,Yazgulyam
2547,Yamba
2548,Yamphu
2549,Yup'ik (Chevak)
2550,Yucuna
2551,Yucatec
2552,Yiddish (Bessarabian)
2553,Yiddish
2554,Yiddish (Lodz)
2555,Yei
2556,Yelî Dnye
2557,Yemba
2558,Yessan-Mayo
2559,Yeyi
2560,Dii
2561,Yaghnobi
2562,Yagaria
2563,Nuosu
2564,Yidiny
2565,Yil
2566,Yimas
2567,Yindjibarndi
2568,Yir Yoront
2569,Yi (Wuding-Luquan)
2570,Yuki
2571,Yakoma
2572,Yakan
2573,Yukaghir (Kolyma)
2574,Yukpa
2575,Yakut
2576,Yulparija
2577,Yali
2578,Yelmek
2579,Yalarnnga
2580,Yiddish (Lithuanian)
2581,Yamdena
2582,Yami
2583,Yemsa
2584,Yupik (Naukan)
2585,Yingkarta
2586,Yankuntjatjara
2587,Yanomámi
2588,Yansi
2589,Yanyuwa
2590,Yokuts (Yaudanchi)
2591,Yoruba
2592,Yup'ik (Central)
2593,Yaqay
2594,Yuracare
2595,Yurimangí
2596,Yaruro
2597,Yuruti
2598,Yupik (Sirenik)
2599,Yupik (St. Lawrence Island)
2600,Yurt Tatar
2601,Yukaghir (Tundra)
2602,Yuchi
2603,Yugh
2604,Yukulta
2605,Yulu
2606,Yup'ik (Norton Sound)
2607,Yurok
2608,Yupik (Siberian)
2609,Yuwaalaraay
2610,Yawelmani
2611,Yawuru
2612,Yaygir
2613,Yorta Yorta
2614,Yazva
2615,Beria
2616,Zapotec (Isthmus)
2617,Zapotec (Juárez)
2618,Zapotec (Mixtepec)
2619,Zande
2620,Zapotec (Mitla)
2621,Zapotec (Quiegolani)
2622,Zarma
2623,Zayse
2624,Zazaki
2625,Zoque (Chimalapa)
2626,Zenaga
2627,Zoque (Francisco León)
2628,Zhuang (Northern)
2629,Zimakani
2630,Zulu (Northern)
2631,Zapotec (Ixtlan)
2632,Zaparo
2633,Zoque (Copainalá)
2634,Zoque (Ostuacan)
2635,Zoque (Rayon)
2636,Popoluca (Sierra)
2637,Zulu (Southern)
2638,Zapotec (San Lucas Quiaviní)
2639,Zapotec (Texmelucan)
2640,Zulu
2641,Zuni
2642,Zapotec (Yatzachi)
2643,Zapotec (Zoogocho)
2644,Ayomán
2645,Berber (Figuig)
2646,Kriol (Fitzroy Crossing)
2647,Mongol (Khamnigan)
2648,Nahuatl (Huauchinango)
2649,Romani (Sepecides)
2650,Western Desert (Ooldea)
2651,Wembawemba
2652,Nahuatl (Milpa Alta)
2653,Tasmanian (Oyster Bay to Pitwater)
2654,Tasmanian
2655,Tupi
2656,Johari
2657,Tommo So
2658,Russian-Chinese Pidgin (Birobidjan)
2659,Arapesh (Abu)
2660,Kenyah (Uma' Lung)
2661,Lughat al-Isharat al-Lubnaniya
